,ID,Infrastructure Inauguration,Walking Tour,Exhibition,Conference,Car-Free Day,Cycling Event,Road Safety Workshop,Parking Day
36,36,0.12666939198970795,0.0033859629184007645,0.03203773498535156,0.011875500902533531,0.01329317782074213,0.8040893077850342,0.005342994350939989,0.003305933903902769
37,37,0.4506978690624237,0.08388909697532654,0.24593767523765564,0.15473850071430206,0.018759900704026222,0.013728681951761246,0.02265375293791294,0.009594624862074852
38,38,0.3282734453678131,0.03621158003807068,0.30195996165275574,0.15739603340625763,0.13423624634742737,0.011070802807807922,0.017336856573820114,0.013515160419046879
39,39,0.03181535005569458,0.027906907722353935,0.2734646797180176,0.6019566655158997,0.02331957407295704,0.007324405945837498,0.022958047688007355,0.011254310607910156
40,40,0.06628129631280899,0.22168833017349243,0.19748704135417938,0.3647477328777313,0.06320206820964813,0.021193861961364746,0.044203322380781174,0.02119634859263897
41,41,0.08599047362804413,0.02357584238052368,0.10118353366851807,0.042574092745780945,0.15952815115451813,0.5527932047843933,0.02259477600455284,0.011759883724153042
42,42,0.11436791718006134,0.025328926742076874,0.4278342127799988,0.16075751185417175,0.06812743097543716,0.11857908964157104,0.06366200745105743,0.021342942491173744
43,43,0.1527613401412964,0.010462899692356586,0.18823228776454926,0.06453201174736023,0.033072393387556076,0.5191195011138916,0.020099041983485222,0.011720562353730202
44,44,0.06266728043556213,0.5762600302696228,0.1096092164516449,0.05437963828444481,0.11261413246393204,0.03498922288417816,0.03763696923851967,0.011843484826385975
45,45,0.08954233676195145,0.10323744267225266,0.19725722074508667,0.27189695835113525,0.08260110020637512,0.0523349829018116,0.1063757836818695,0.09675419330596924
46,46,0.03626565635204315,0.05501207709312439,0.25175851583480835,0.5181998014450073,0.0365142747759819,0.027920175343751907,0.055875808000564575,0.018453622236847878
47,47,0.04130356386303902,0.0536225251853466,0.17408454418182373,0.5608983635902405,0.023368848487734795,0.020908433943986893,0.10871114581823349,0.017102623358368874
48,48,0.03343626484274864,0.021823232993483543,0.07361827790737152,0.055640172213315964,0.04013078287243843,0.719464898109436,0.0411875881254673,0.01469882670789957
49,49,0.04107953608036041,0.7843298316001892,0.05344097688794136,0.03863637521862984,0.0477457195520401,0.011871839873492718,0.013171738013625145,0.00972397718578577
50,50,0.04022574797272682,0.04712078720331192,0.14793427288532257,0.13498488068580627,0.03159584477543831,0.5784924626350403,0.010180233046412468,0.009465682320296764
51,51,0.08512851595878601,0.07392839342355728,0.30866900086402893,0.31669187545776367,0.05868037790060043,0.035328250378370285,0.08704318851232529,0.03453042358160019
52,52,0.030955465510487556,0.04215511307120323,0.0924910232424736,0.21719813346862793,0.5506537556648254,0.015176494605839252,0.03608352690935135,0.015286543406546116
53,53,0.17515064775943756,0.020908400416374207,0.5608459711074829,0.10049818456172943,0.045873917639255524,0.009447555989027023,0.06657321006059647,0.02070211060345173
54,54,0.0660649985074997,0.09986744821071625,0.3172449767589569,0.18441489338874817,0.02081906981766224,0.1122044175863266,0.18116433918476105,0.018219823017716408
55,55,0.06300682574510574,0.4816626310348511,0.26529741287231445,0.08642135560512543,0.04148846119642258,0.024277178570628166,0.026553688570857048,0.011292515322566032
56,56,0.2022523134946823,0.43087688088417053,0.18356308341026306,0.0728003978729248,0.06426849961280823,0.00864169280976057,0.01851433888077736,0.01908274181187153
57,57,0.0961407870054245,0.007562727201730013,0.6355286836624146,0.12561289966106415,0.025052493438124657,0.08624020218849182,0.015846969559788704,0.008015255443751812
58,58,0.09411662071943283,0.01808708719909191,0.23022933304309845,0.3664209842681885,0.037793729454278946,0.18587613105773926,0.04681531339883804,0.02066071331501007
59,59,0.09411662071943283,0.01808708719909191,0.23022933304309845,0.3664209842681885,0.037793729454278946,0.18587613105773926,0.04681531339883804,0.02066071331501007
60,60,0.10753639042377472,0.018333684653043747,0.24393384158611298,0.16116036474704742,0.09224089980125427,0.29722467064857483,0.06474743783473969,0.014822779223322868
61,61,0.03279538452625275,0.01140720397233963,0.40012332797050476,0.4914610683917999,0.035006292164325714,0.004860350396484137,0.016133075580000877,0.008213249035179615
62,62,0.06496115773916245,0.053001921623945236,0.30156826972961426,0.13414812088012695,0.11710289865732193,0.2373715341091156,0.07800967246294022,0.01383639220148325
63,63,0.04116920009255409,0.04124400019645691,0.626632809638977,0.21268005669116974,0.023021623492240906,0.03713890537619591,0.00916367769241333,0.008949752897024155
64,64,0.06046348065137863,0.024792693555355072,0.13173753023147583,0.10046042501926422,0.11299760639667511,0.5273302793502808,0.025265930220484734,0.016952138394117355
65,65,0.07887263596057892,0.100077785551548,0.07116170972585678,0.08922924846410751,0.09962794184684753,0.07913955301046371,0.4307205379009247,0.05117057263851166
66,66,0.15222623944282532,0.02205316722393036,0.39857763051986694,0.31800734996795654,0.015282350592315197,0.06664053350687027,0.009396628476679325,0.01781613565981388
67,67,0.17330627143383026,0.037606094032526016,0.29815760254859924,0.3908063769340515,0.03168871998786926,0.02899148501455784,0.01496115792542696,0.02448229491710663
68,68,0.043594177812337875,0.025932377204298973,0.06279043853282928,0.6876466274261475,0.025771649554371834,0.015695376321673393,0.12061480432748795,0.017954500392079353
69,69,0.19993267953395844,0.008901364170014858,0.287474662065506,0.3718370795249939,0.01594652235507965,0.064768485724926,0.043426066637039185,0.007713197264820337
70,70,0.05703294277191162,0.051759567111730576,0.30166998505592346,0.3492347300052643,0.0941012054681778,0.04559525474905968,0.05801579728722572,0.04259062558412552
71,71,0.03610469028353691,0.01951814442873001,0.5346678495407104,0.35914045572280884,0.015331495553255081,0.008771317079663277,0.01951526291668415,0.006950803101062775
72,72,0.04407752305269241,0.021512769162654877,0.4560578167438507,0.39866650104522705,0.02846001461148262,0.012336678802967072,0.028235098347067833,0.010653667151927948
73,73,0.17292004823684692,0.1768404245376587,0.20866192877292633,0.13332726061344147,0.13426955044269562,0.10084859281778336,0.03392001986503601,0.03921223059296608
74,74,0.078850157558918,0.03320709988474846,0.4045780599117279,0.2773292064666748,0.11718650907278061,0.03134167939424515,0.029641181230545044,0.027866186574101448
75,75,0.05450983718037605,0.008185073733329773,0.25874388217926025,0.14498546719551086,0.09099212288856506,0.41706904768943787,0.01857045106589794,0.006944064050912857
76,76,0.05808805674314499,0.4568639099597931,0.2032872885465622,0.11551009863615036,0.08522811532020569,0.020425543189048767,0.017534902319312096,0.04306206479668617
77,77,0.10784386098384857,0.016016574576497078,0.3446750342845917,0.20633059740066528,0.027445891872048378,0.15048424899578094,0.12238523364067078,0.024818552657961845
78,78,0.05497010052204132,0.02590922825038433,0.20197777450084686,0.3233942687511444,0.03035697154700756,0.338766872882843,0.013232528232038021,0.01139225997030735
79,79,0.11823127418756485,0.05020048841834068,0.3942529559135437,0.24450579285621643,0.07711148262023926,0.056632641702890396,0.034402813762426376,0.024662574753165245
80,80,0.0943673625588417,0.08908797055482864,0.3975923955440521,0.28029853105545044,0.03855573758482933,0.04211816191673279,0.026102297008037567,0.031877510249614716
81,81,0.07355673611164093,0.04073493555188179,0.35822802782058716,0.3156730532646179,0.10507339984178543,0.029255682602524757,0.051253147423267365,0.02622503601014614
82,82,0.06605108827352524,0.04966939240694046,0.25983884930610657,0.3459773361682892,0.1006971225142479,0.0792488306760788,0.05974723771214485,0.0387701615691185
83,83,0.06104567274451256,0.06269523501396179,0.226265087723732,0.5156511068344116,0.03827039152383804,0.04877222329378128,0.028339507058262825,0.018960824236273766
84,84,0.09879691153764725,0.11920738220214844,0.26375389099121094,0.2562330961227417,0.0679517611861229,0.12334024906158447,0.03505729138851166,0.03565940633416176
85,85,0.10512088984251022,0.018578052520751953,0.28384336829185486,0.3200341463088989,0.04117748886346817,0.1357879638671875,0.0828377977013588,0.01262032799422741
86,86,0.11243050545454025,0.012905709445476532,0.2935014069080353,0.4237891137599945,0.04764188453555107,0.07085519284009933,0.027825867757201195,0.011050301603972912
87,87,0.07362902164459229,0.08779720962047577,0.14906345307826996,0.4800909161567688,0.07606706768274307,0.03047611191868782,0.051056645810604095,0.051819659769535065
88,88,0.07313545048236847,0.029360296204686165,0.42819714546203613,0.2856552004814148,0.07974462956190109,0.024054383859038353,0.04914414882659912,0.03070877119898796
89,89,0.06508781760931015,0.025750625878572464,0.22619345784187317,0.6003642678260803,0.031003333628177643,0.018209904432296753,0.01501227542757988,0.018378334119915962
90,90,0.035686034709215164,0.02584000676870346,0.19269651174545288,0.4095069169998169,0.029444420710206032,0.2660106420516968,0.028480783104896545,0.012334686703979969
91,91,0.0483805313706398,0.02856978215277195,0.2203037589788437,0.605486273765564,0.0365070179104805,0.017076818272471428,0.026907384395599365,0.016768401488661766
92,92,0.099234938621521,0.03532719984650612,0.5203419923782349,0.27381137013435364,0.027469828724861145,0.013340010307729244,0.016397852450609207,0.014076889492571354
93,93,0.1179531067609787,0.04021608456969261,0.36858269572257996,0.2341926395893097,0.0937405601143837,0.08707310259342194,0.030792096629738808,0.027449680492281914
94,94,0.08564785867929459,0.06660200655460358,0.13960912823677063,0.14207273721694946,0.4076572060585022,0.05241556838154793,0.06086207181215286,0.04513334482908249
95,95,0.05855652689933777,0.04182998090982437,0.12535624206066132,0.04862606152892113,0.32732096314430237,0.37296488881111145,0.008373911492526531,0.016971405595541
96,96,0.07737273722887039,0.04670172929763794,0.25754988193511963,0.3069556951522827,0.20435220003128052,0.06220047175884247,0.02311372384428978,0.021753573790192604
97,97,0.09952827543020248,0.2034183144569397,0.12218517810106277,0.288712739944458,0.11334836483001709,0.03810711205005646,0.09077724069356918,0.043922774493694305
98,98,0.11043898016214371,0.05039173364639282,0.375981867313385,0.23788689076900482,0.07570768892765045,0.0623924657702446,0.050854090601205826,0.03634623438119888
99,99,0.0440264493227005,0.021974505856633186,0.35096174478530884,0.2543402314186096,0.05037738382816315,0.24499526619911194,0.02228378690779209,0.01104064006358385
100,100,0.11730856448411942,0.06253024935722351,0.3764754831790924,0.2274762988090515,0.08174727857112885,0.05335377901792526,0.04597204923629761,0.03513635694980621
101,101,0.07438851147890091,0.12382820248603821,0.2511318027973175,0.34320494532585144,0.04761940985918045,0.053153131157159805,0.07849911600351334,0.028174864128232002
102,102,0.058882925659418106,0.03301689401268959,0.30077141523361206,0.3196522295475006,0.06921401619911194,0.16881106793880463,0.02810426615178585,0.02154712751507759
103,103,0.06056615710258484,0.04362289980053902,0.48834428191185,0.28236672282218933,0.0395558625459671,0.045811355113983154,0.022751102223992348,0.016981683671474457
104,104,0.01974339224398136,0.021498795598745346,0.09865528345108032,0.7954114675521851,0.016520585864782333,0.007551642134785652,0.030160415917634964,0.010458432137966156
105,105,0.08834663033485413,0.052852317690849304,0.5092347264289856,0.15822158753871918,0.08569829165935516,0.056941919028759,0.023185864090919495,0.025518707931041718
106,106,0.11953280121088028,0.026998961344361305,0.4594905972480774,0.22393807768821716,0.04548497498035431,0.06050644814968109,0.02623624913394451,0.03781187906861305
107,107,0.12278620153665543,0.049081992357969284,0.3522716760635376,0.22166605293750763,0.10521087050437927,0.06788414716720581,0.0468040369451046,0.03429501876235008
108,108,0.08464094996452332,0.0338238961994648,0.32490837574005127,0.32685667276382446,0.1460108608007431,0.015103795565664768,0.046005479991436005,0.022649941965937614
109,109,0.05013824626803398,0.02807672694325447,0.21527619659900665,0.16591086983680725,0.04411390796303749,0.45358872413635254,0.03070048987865448,0.012194865383207798
110,110,0.04461466893553734,0.02994479238986969,0.6556316614151001,0.205758199095726,0.020568065345287323,0.017969287931919098,0.013067659921944141,0.012445682659745216
111,111,0.19602708518505096,0.04637472331523895,0.32410576939582825,0.265255868434906,0.08464689552783966,0.030821705237030983,0.028215156868100166,0.02455279603600502
112,112,0.04598306491971016,0.5309823155403137,0.16110895574092865,0.13988447189331055,0.0510198250412941,0.04774440452456474,0.01188732124865055,0.011389642022550106
113,113,0.13733544945716858,0.02234026975929737,0.5286855697631836,0.12209886312484741,0.060412682592868805,0.08570127189159393,0.02627881057560444,0.01714707538485527
114,114,0.06913593411445618,0.046841636300086975,0.3023481070995331,0.15423059463500977,0.054344747215509415,0.07681760936975479,0.2648002505302429,0.03148118034005165
115,115,0.0809551551938057,0.029620381072163582,0.2586151957511902,0.3777698874473572,0.15126177668571472,0.02505013905465603,0.06104370579123497,0.015683744102716446
116,116,0.1296682506799698,0.2637629806995392,0.24681101739406586,0.22544324398040771,0.024763988330960274,0.06614335626363754,0.02281142584979534,0.020595693960785866
117,117,0.10063149034976959,0.057759251445531845,0.3361353874206543,0.31297025084495544,0.05873880907893181,0.08106815814971924,0.03193297237157822,0.02076362632215023
118,118,0.11110901832580566,0.045280199497938156,0.18840131163597107,0.3137202858924866,0.042053088545799255,0.0217539444565773,0.04261499270796776,0.23506715893745422
119,119,0.21075886487960815,0.04794645681977272,0.35320761799812317,0.30138447880744934,0.024996133521199226,0.011164182797074318,0.03653436154127121,0.014007937163114548
120,120,0.0952710285782814,0.13679316639900208,0.21614745259284973,0.23395295441150665,0.0590456984937191,0.07625484466552734,0.12540452182292938,0.057130325585603714
121,121,0.06919623166322708,0.10353746265172958,0.178238183259964,0.09896387904882431,0.07401730120182037,0.44283732771873474,0.019173383712768555,0.014036249369382858
122,122,0.10609840601682663,0.3204716742038727,0.2584686577320099,0.17792034149169922,0.04361703619360924,0.016593674197793007,0.04740492254495621,0.02942534349858761
123,123,0.07425455003976822,0.011290429159998894,0.5545545220375061,0.2314458191394806,0.017045868560671806,0.0765906423330307,0.025956926867365837,0.008861184120178223
124,124,0.039586350321769714,0.025988338515162468,0.09045344591140747,0.05246113985776901,0.04326079785823822,0.7231695055961609,0.018009383231401443,0.0070710857398808
125,125,0.05526980012655258,0.030316824093461037,0.09688708186149597,0.05921610817313194,0.6527859568595886,0.09071975946426392,0.009539742954075336,0.005264817737042904
126,126,0.03509923443198204,0.04477296397089958,0.0762171745300293,0.07434425503015518,0.6949208974838257,0.02317262813448906,0.031818486750125885,0.019654439762234688
127,127,0.1014324501156807,0.03846137970685959,0.24567513167858124,0.20690114796161652,0.2265125960111618,0.052440859377384186,0.07406194508075714,0.05451447144150734
128,128,0.14517487585544586,0.09644559025764465,0.28374671936035156,0.20849479734897614,0.15435580909252167,0.025139708071947098,0.057437945157289505,0.02920454740524292
129,129,0.10168322175741196,0.10070964694023132,0.3990660309791565,0.15095970034599304,0.0873829573392868,0.055922601372003555,0.05796651914715767,0.04630930721759796
130,130,0.0957707092165947,0.3316206932067871,0.15673208236694336,0.29055696725845337,0.03701569139957428,0.035899966955184937,0.044243279844522476,0.008160559460520744
131,131,0.021324340254068375,0.041332293301820755,0.04983587563037872,0.3047121465206146,0.020983699709177017,0.01745198853313923,0.5371818542480469,0.0071778553538024426
132,132,0.0692649632692337,0.03966251760721207,0.48520439863204956,0.0989658385515213,0.2629893124103546,0.006851113401353359,0.021064775064587593,0.01599707268178463
133,133,0.0915839821100235,0.08701328188180923,0.12636688351631165,0.5163149833679199,0.08925638347864151,0.01870005391538143,0.04209741950035095,0.028667017817497253
134,134,0.0831667110323906,0.05338270589709282,0.24434804916381836,0.4137273132801056,0.10641973465681076,0.01589217223227024,0.04352604225277901,0.03953731060028076
135,135,0.05227748304605484,0.02673177979886532,0.320749968290329,0.4541865587234497,0.019115839153528214,0.01752665638923645,0.09867599606513977,0.010735699906945229
136,136,0.08030521124601364,0.667201578617096,0.10196741670370102,0.06933024525642395,0.029993019998073578,0.00883190706372261,0.028876421973109245,0.013494223356246948
137,137,0.06580667942762375,0.17706264555454254,0.6160295605659485,0.04302477464079857,0.06818949431180954,0.006995816715061665,0.013966611586511135,0.008924417197704315
138,138,0.6948564648628235,0.006237839348614216,0.1465686559677124,0.03996167331933975,0.018537763506174088,0.08058595657348633,0.009198703803122044,0.0040529691614210606
139,139,0.17043942213058472,0.018909871578216553,0.2955109179019928,0.16222946345806122,0.04780083894729614,0.23856090009212494,0.04301906004548073,0.02352955751121044
140,140,0.03776947036385536,0.04908055067062378,0.21317991614341736,0.4754122197628021,0.047987498342990875,0.023846466094255447,0.1209462434053421,0.031777627766132355
141,141,0.07285591959953308,0.03344959765672684,0.2877943217754364,0.4307017922401428,0.05899960920214653,0.021931935101747513,0.06629855930805206,0.027968240901827812
142,142,0.09535744041204453,0.11778964847326279,0.3670195937156677,0.23240336775779724,0.06063750758767128,0.026072921231389046,0.07187845557928085,0.028841109946370125
143,143,0.05596860870718956,0.041787516325712204,0.3186389207839966,0.49378684163093567,0.016262775287032127,0.015369879081845284,0.042450349777936935,0.015734992921352386
144,144,0.05398587882518768,0.04472546651959419,0.21440951526165009,0.5789527297019958,0.019452739506959915,0.015918880701065063,0.054758425801992416,0.01779632270336151
145,145,0.019701555371284485,0.011471835896372795,0.21796829998493195,0.556235671043396,0.006116452161222696,0.15576691925525665,0.02932841330766678,0.003410899080336094
146,146,0.07926522940397263,0.038951609283685684,0.47950294613838196,0.26628100872039795,0.030360933393239975,0.0168883316218853,0.06880609691143036,0.019943812862038612
147,147,0.05265064164996147,0.14256131649017334,0.44818001985549927,0.17010615766048431,0.07936535775661469,0.027258817106485367,0.05610048398375511,0.023777196183800697
148,148,0.09184713661670685,0.025074779987335205,0.17250095307826996,0.5381125211715698,0.04246600717306137,0.030288754031062126,0.06790382415056229,0.03180602565407753
149,149,0.13548292219638824,0.05962643399834633,0.227622851729393,0.33603379130363464,0.11076195538043976,0.03477386757731438,0.06371618807315826,0.031981971114873886
150,150,0.07269018888473511,0.09018771350383759,0.21224729716777802,0.3500482738018036,0.1136104017496109,0.042675696313381195,0.08485616743564606,0.03368421271443367
151,151,0.024637192487716675,0.024489354342222214,0.11037224531173706,0.5578482747077942,0.02895042672753334,0.020859330892562866,0.21608267724514008,0.01676047593355179
152,152,0.10018163919448853,0.08992678672075272,0.33036574721336365,0.3534684181213379,0.03581274300813675,0.013925829902291298,0.0551193431019783,0.02119944430887699
153,153,0.06756641715765,0.06577049195766449,0.18984383344650269,0.2021416276693344,0.17230309545993805,0.13391202688217163,0.11466202139854431,0.05380045995116234
154,154,0.10865867137908936,0.04818147048354149,0.40477046370506287,0.2531202435493469,0.05889170616865158,0.03716835007071495,0.060297008603811264,0.028912128880620003
155,155,0.033335909247398376,0.010467774234712124,0.3355541229248047,0.017306974157691002,0.015725446864962578,0.5747094750404358,0.007520749233663082,0.005379576701670885
156,156,0.08392592519521713,0.05909980088472366,0.39597615599632263,0.17769110202789307,0.06952556222677231,0.07298463582992554,0.08798465132713318,0.05281217396259308
157,157,0.09475503861904144,0.03883378952741623,0.3586014211177826,0.2763223946094513,0.049329884350299835,0.06022181734442711,0.08588205277919769,0.03605359047651291
158,158,0.05881812050938606,0.038336340337991714,0.5302565693855286,0.21377477049827576,0.05932245030999184,0.025210896506905556,0.049464743584394455,0.024816103279590607
159,159,0.10705022513866425,0.0472869798541069,0.27817052602767944,0.33414801955223083,0.05831373855471611,0.04273103550076485,0.09895843267440796,0.03334110230207443
160,160,0.05737435072660446,0.022152544930577278,0.6137006282806396,0.18041838705539703,0.042597100138664246,0.039323464035987854,0.03183090686798096,0.012602652423083782
161,161,0.09206705540418625,0.08885280787944794,0.28300240635871887,0.12050354480743408,0.028903787955641747,0.3088850975036621,0.050319865345954895,0.02746547758579254
162,162,0.06632472574710846,0.023600317537784576,0.08156798779964447,0.06617865711450577,0.09725695848464966,0.5998220443725586,0.05761288106441498,0.007636409252882004
163,163,0.061520639806985855,0.013553529977798462,0.7911294102668762,0.07159051299095154,0.03029632940888405,0.005657274276018143,0.017624760046601295,0.00862757209688425
164,164,0.5778052806854248,0.0054862648248672485,0.15717414021492004,0.10670145601034164,0.021228495985269547,0.11470990628004074,0.011260834522545338,0.005633619148284197
165,165,0.019861949607729912,0.013518555089831352,0.20892857015132904,0.39665094017982483,0.01567831262946129,0.011945952661335468,0.32084599137306213,0.012569664977490902
166,166,0.006521030329167843,0.003555024741217494,0.014536261558532715,0.01620701141655445,0.9545682072639465,0.001658943365328014,0.0011713086860254407,0.0017821710789576173
167,167,0.14061610400676727,0.343892365694046,0.2769138813018799,0.14356446266174316,0.0635230541229248,0.009682237170636654,0.013502605259418488,0.00830528512597084
168,168,0.07761164754629135,0.09192678332328796,0.5880083441734314,0.060614313930273056,0.0366252139210701,0.13081379234790802,0.007363069336861372,0.007036849390715361
169,169,0.03670801594853401,0.4446564018726349,0.06747615337371826,0.0792805626988411,0.032049018889665604,0.3086400032043457,0.018239252269268036,0.012950573116540909
170,170,0.04728786647319794,0.037961166352033615,0.11081460118293762,0.06283163279294968,0.034558750689029694,0.6744884848594666,0.016493475064635277,0.015563953667879105
171,171,0.04204003885388374,0.010246551595628262,0.08657556772232056,0.35996341705322266,0.010802198201417923,0.4775865077972412,0.009184283204376698,0.0036014006473124027
172,172,0.13031135499477386,0.12908166646957397,0.2677535116672516,0.08388172835111618,0.2613212466239929,0.08529739081859589,0.013728535734117031,0.028624605387449265
173,173,0.09104163944721222,0.12124074250459671,0.44058191776275635,0.06885936856269836,0.051624663174152374,0.09645690023899078,0.09423886984586716,0.03595583140850067
174,174,0.10237786918878555,0.3772544860839844,0.3707401752471924,0.08430395275354385,0.019893642514944077,0.005920678377151489,0.027924438938498497,0.011584773659706116
175,175,0.061274655163288116,0.44725167751312256,0.08178313821554184,0.3001537024974823,0.04610979184508324,0.010452700778841972,0.04177388921380043,0.011200480163097382
176,176,0.037282656878232956,0.6932226419448853,0.1109742596745491,0.07193715125322342,0.037663038820028305,0.012424743734300137,0.02273046225309372,0.013765057548880577
177,177,0.026788802817463875,0.03547043353319168,0.14623317122459412,0.6967957019805908,0.03181038424372673,0.011674895882606506,0.03848589211702347,0.01274075172841549
178,178,0.30528393387794495,0.006765307858586311,0.24252083897590637,0.03581291809678078,0.026059666648507118,0.36208367347717285,0.01596258394420147,0.005511052906513214
179,179,0.015142841264605522,0.06362499296665192,0.3592599332332611,0.43278640508651733,0.015824833884835243,0.021158581599593163,0.08805356919765472,0.004148851148784161
180,180,0.11205212771892548,0.035418979823589325,0.5073405504226685,0.28505951166152954,0.01275752391666174,0.011369823478162289,0.02419292740523815,0.011808622628450394
181,181,0.031236575916409492,0.04270073026418686,0.1313503086566925,0.7010822892189026,0.014195693656802177,0.016763955354690552,0.04638480395078659,0.016285745427012444
